CENSUS_TRACT_GEOID,COUNTY,STATE,tract_fips,poverty_2020,poverty_2022,poverty_change_20_22,income_2020,income_2022,income_change_20_22,unemployment_2020,unemployment_2022,unemployment_change_20_22,education_2020,education_2022,education_change_20_22,housing_burden_2020,housing_burden_2022,housing_burden_change_20_22,no_vehicle_2020,no_vehicle_2022,no_vehicle_change_20_22,food_access_population_2020,food_access_population_2022,food_access_population_change_20_22,uninsured_2020,uninsured_2022,uninsured_change_20_22,disability_2020,disability_2022,disability_change_20_22,broadband_2020,broadband_2022,broadband_change_20_22
6067008907,Sacramento County,California,6067008907,13.8,14.3,0.5,57688.0,65921,8233.0,6.2,7.1,0.9,16.9,20.0,3.1,36.6,34.4,-2.2,9.9,15.4,5.5,22.47,25.31,2.84,7.1,6.3,-0.8,21.6,23.3,1.7,86.1,85.3,-0.8
6067008908,Sacramento County,California,6067008908,10.7,13.2,2.5,60349.0,65625,5276.0,6.2,5.6,-0.6,23.0,16.9,-6.1,36.3,39.2,2.9,10.1,9.4,-0.7,31.12,27.61,-3.51,6.4,3.7,-2.7,17.4,22.1,4.7,89.8,91.8,2.0
6067008909,Sacramento County,California,6067008909,23.7,24.6,0.9,71645.0,91250,19605.0,10.7,7.4,-3.3,36.8,37.3,0.5,38.7,32.5,-6.2,6.3,1.4,-4.9,100.0,100.0,0.0,3.4,2.6,-0.8,20.8,19.2,-1.6,95.5,94.1,-1.4
6067008910,Sacramento County,California,6067008910,7.8,8.4,0.6,66724.0,77258,10534.0,2.9,6.3,3.4,26.9,29.3,2.4,31.1,24.8,-6.3,1.5,3.4,1.9,33.83,45.33,11.5,5.1,2.0,-3.1,16.5,16.9,0.4,93.3,89.1,-4.2
6067008911,Sacramento County,California,6067008911,28.5,35.0,6.5,47400.0,50833,3433.0,6.2,8.2,2.0,24.1,19.6,-4.5,45.1,44.5,-0.6,8.0,5.8,-2.2,91.77,95.84,4.07,8.0,1.5,-6.5,10.6,12.3,1.7,92.3,95.9,3.6
6067008912,Sacramento County,California,6067008912,5.6,5.9,0.3,91542.0,101741,10199.0,5.5,3.7,-1.8,37.7,28.7,-9.0,21.1,17.4,-3.7,2.8,0.9,-1.9,33.34,29.7,-3.64,7.4,8.5,1.1,14.0,13.6,-0.4,94.2,95.1,0.9
6067008913,Sacramento County,California,6067008913,6.0,5.7,-0.3,57756.0,72585,14829.0,11.6,8.1,-3.5,19.0,19.2,0.2,37.2,35.7,-1.5,5.5,7.4,1.9,44.86,48.12,3.26,8.8,5.1,-3.7,13.9,12.1,-1.8,90.4,90.7,0.3
6067009006,Sacramento County,California,6067009006,17.0,11.0,-6.0,52137.0,59413,7276.0,7.2,7.9,0.7,19.1,21.8,2.7,51.5,48.8,-2.7,9.7,9.2,-0.5,98.88,100.0,1.12,10.6,8.7,-1.9,16.5,14.3,-2.2,84.9,87.2,2.3
6067009007,Sacramento County,California,6067009007,12.0,8.2,-3.8,40170.0,49150,8980.0,0.2,3.1,2.9,13.4,15.2,1.8,54.7,59.3,4.6,15.7,14.7,-1.0,100.0,99.6,-0.4,8.5,9.8,1.3,14.9,20.5,5.6,92.8,97.8,5.0
6067009008,Sacramento County,California,6067009008,21.4,22.1,0.7,60217.0,71455,11238.0,10.7,8.8,-1.9,15.4,16.3,0.9,32.6,30.0,-2.6,11.6,6.2,-5.4,10.87,9.97,-0.9,9.7,9.6,-0.1,13.4,15.5,2.1,82.7,88.1,5.4
6067009010,Sacramento County,California,6067009010,7.1,10.4,3.3,73641.0,92247,18606.0,6.2,5.2,-1.0,25.4,32.6,7.2,38.2,29.3,-8.9,5.8,5.1,-0.7,91.95,94.25,2.3,3.5,2.1,-1.4,14.3,16.5,2.2,91.7,94.7,3.0
6067009011,Sacramento County,California,6067009011,7.1,3.9,-3.2,102500.0,123950,21450.0,1.7,1.4,-0.3,37.0,44.4,7.4,24.2,16.7,-7.5,1.8,0.9,-0.9,100.0,98.5,-1.5,3.7,1.4,-2.3,9.3,11.2,1.9,98.7,100.0,1.3
6067009103,Sacramento County,California,6067009103,6.7,2.9,-3.8,78159.0,110094,31935.0,5.0,5.1,0.1,32.4,43.0,10.6,24.9,14.3,-10.6,5.1,5.9,0.8,31.01,26.9,-4.11,6.9,6.2,-0.7,12.6,14.4,1.8,86.5,92.0,5.5
6067009105,Sacramento County,California,6067009105,11.6,19.2,7.6,56795.0,81827,25032.0,3.1,1.9,-1.2,29.3,33.8,4.5,32.7,32.1,-0.6,4.1,1.3,-2.8,99.13,99.72,0.59,12.5,6.6,-5.9,8.1,8.6,0.5,90.3,92.9,2.6
6067009106,Sacramento County,California,6067009106,7.5,9.1,1.6,75082.0,91250,16168.0,1.5,4.4,2.9,38.0,45.6,7.6,24.9,27.4,2.5,7.7,6.4,-1.3,98.06,100.0,1.94,1.6,0.9,-0.7,9.0,10.6,1.6,93.5,97.1,3.6
6067009107,Sacramento County,California,6067009107,6.8,8.1,1.3,71131.0,83684,12553.0,5.2,2.4,-2.8,23.0,23.0,0.0,23.4,24.2,0.8,0.8,0.0,-0.8,100.0,98.24,-1.76,2.1,5.5,3.4,12.5,12.0,-0.5,91.5,96.7,5.2
6067009108,Sacramento County,California,6067009108,7.4,6.7,-0.7,84213.0,99016,14803.0,0.7,2.0,1.3,33.4,30.8,-2.6,24.1,20.5,-3.6,3.4,6.5,3.1,41.44,46.37,4.93,2.4,2.0,-0.4,15.1,14.6,-0.5,87.1,92.0,4.9
6067009109,Sacramento County,California,6067009109,8.4,8.2,-0.2,89677.0,106979,17302.0,5.8,9.7,3.9,38.5,31.7,-6.8,17.1,16.2,-0.9,4.0,3.0,-1.0,90.63,93.25,2.62,2.2,3.3,1.1,13.8,15.3,1.5,93.3,96.2,2.9
6067009110,Sacramento County,California,6067009110,38.7,28.6,-10.1,38500.0,45160,6660.0,14.5,8.7,-5.8,13.6,11.6,-2.0,47.8,58.8,11.0,11.0,8.7,-2.3,100.0,93.92,-6.08,7.9,5.6,-2.3,13.4,14.1,0.7,89.1,93.6,4.5
6067009201,Sacramento County,California,6067009201,10.8,12.9,2.1,81667.0,90024,8357.0,5.3,5.6,0.3,29.1,29.5,0.4,28.2,26.6,-1.6,2.4,5.5,3.1,97.56,94.51,-3.05,2.8,1.4,-1.4,10.0,10.0,0.0,90.5,93.1,2.6
6067009307,Sacramento County,California,6067009307,10.5,7.9,-2.6,95112.0,115750,20638.0,5.3,5.5,0.2,33.9,41.0,7.1,27.5,21.6,-5.9,4.6,6.3,1.7,63.94,59.26,-4.68,4.0,3.7,-0.3,15.3,12.2,-3.1,95.9,95.9,0.0
6067009308,Sacramento County,California,6067009308,6.0,8.1,2.1,78868.0,92027,13159.0,3.6,4.8,1.2,29.4,32.1,2.7,26.0,22.3,-3.7,2.5,3.0,0.5,12.32,16.5,4.18,5.9,7.4,1.5,13.5,11.9,-1.6,92.0,95.2,3.2
6067009310,Sacramento County,California,6067009310,9.7,10.4,0.7,66332.0,77446,11114.0,2.3,8.9,6.6,24.6,23.2,-1.4,34.0,32.7,-1.3,2.3,4.7,2.4,99.7,98.73,-0.97,4.4,5.6,1.2,11.7,9.2,-2.5,91.5,91.7,0.2
6067009311,Sacramento County,California,6067009311,8.1,14.3,6.2,79489.0,88106,8617.0,8.1,10.0,1.9,21.6,20.6,-1.0,30.1,26.8,-3.3,1.6,2.2,0.6,100.0,95.96,-4.04,4.0,6.0,2.0,7.8,11.2,3.4,95.7,96.3,0.6
6067009316,Sacramento County,California,6067009316,21.9,12.5,-9.4,65648.0,90102,24454.0,8.0,9.2,1.2,18.8,18.6,-0.2,40.8,32.6,-8.2,2.8,2.8,0.0,70.98,78.07,7.09,4.8,3.5,-1.3,8.2,12.0,3.8,95.8,95.6,-0.2
6067009317,Sacramento County,California,6067009317,11.2,7.9,-3.3,85089.0,104267,19178.0,4.9,2.1,-2.8,31.7,35.5,3.8,34.8,23.2,-11.6,8.7,9.5,0.8,61.26,57.83,-3.43,5.5,3.9,-1.6,7.6,8.8,1.2,87.9,86.9,-1.0
6067009318,Sacramento County,California,6067009318,12.5,14.2,1.7,62632.0,63295,663.0,6.0,2.1,-3.9,14.6,10.2,-4.4,42.8,34.9,-7.9,2.4,6.6,4.2,0.19,0.0,-0.19,7.2,6.4,-0.8,11.3,12.7,1.4,93.0,95.7,2.7
6067009319,Sacramento County,California,6067009319,9.2,8.0,-1.2,61935.0,83500,21565.0,6.8,2.8,-4.0,14.0,14.6,0.6,40.4,33.3,-7.1,0.8,4.4,3.6,81.99,83.84,1.85,3.7,4.4,0.7,12.8,11.6,-1.2,93.8,93.6,-0.2
6067009320,Sacramento County,California,6067009320,18.5,17.3,-1.2,57379.0,74141,16762.0,9.5,11.4,1.9,18.0,16.2,-1.8,40.6,29.9,-10.7,6.6,5.1,-1.5,47.88,45.15,-2.73,6.7,7.0,0.3,14.4,12.9,-1.5,92.2,87.5,-4.7
6067009323,Sacramento County,California,6067009323,8.7,8.3,-0.4,111067.0,124506,13439.0,4.9,5.2,0.3,36.0,33.3,-2.7,20.3,17.6,-2.7,4.7,3.3,-1.4,80.53,79.91,-0.62,1.3,1.5,0.2,12.6,10.4,-2.2,90.6,88.8,-1.8
6067009326,Sacramento County,California,6067009326,3.6,2.6,-1.0,143917.0,167464,23547.0,1.5,0.0,-1.5,40.6,45.6,5.0,9.1,9.1,0.0,3.6,4.6,1.0,100.0,100.0,0.0,3.1,0.6,-2.5,12.8,14.2,1.4,97.6,97.4,-0.2
6067009329,Sacramento County,California,6067009329,25.5,19.8,-5.7,57750.0,82656,24906.0,4.3,6.6,2.3,20.2,21.8,1.6,45.1,37.2,-7.9,7.9,8.5,0.6,100.0,96.78,-3.22,2.9,2.5,-0.4,11.2,11.4,0.2,85.1,91.3,6.2
6067009331,Sacramento County,California,6067009331,3.2,3.4,0.2,121250.0,163357,42107.0,5.4,8.2,2.8,44.1,44.1,0.0,27.3,14.8,-12.5,2.9,1.6,-1.3,46.42,47.71,1.29,1.1,1.0,-0.1,6.0,6.4,0.4,97.6,95.6,-2.0
6067009332,Sacramento County,California,6067009332,17.7,0.8,-16.9,109236.0,162647,53411.0,1.9,0.6,-1.3,29.6,33.1,3.5,23.7,12.9,-10.8,2.3,8.5,6.2,100.0,99.95,-0.05,14.9,1.0,-13.9,10.8,10.3,-0.5,94.6,94.1,-0.5
6067009334,Sacramento County,California,6067009334,1.8,6.2,4.4,98750.0,130469,31719.0,6.4,5.9,-0.5,24.2,30.8,6.6,24.1,25.8,1.7,1.6,3.7,2.1,69.18,17.75,-51.43,2.2,4.0,1.8,10.8,10.2,-0.6,92.9,97.9,5.0
6067009335,Sacramento County,California,6067009335,10.6,8.4,-2.2,95040.0,99730,4690.0,4.1,6.6,2.5,19.8,21.8,2.0,30.7,36.5,5.8,3.3,1.3,-2.0,24.72,78.17,53.45,4.3,5.6,1.3,9.3,9.7,0.4,96.2,95.9,-0.3
6067009336,Sacramento County,California,6067009336,4.2,2.1,-2.1,150985.0,159750,8765.0,3.4,2.2,-1.2,45.8,44.5,-1.3,12.8,10.7,-2.1,2.8,0.2,-2.6,23.51,30.27,6.76,2.1,1.7,-0.4,8.8,12.1,3.3,90.6,91.4,0.8
6067009403,Sacramento County,California,6067009403,13.4,10.7,-2.7,99107.0,120208,21101.0,6.2,3.6,-2.6,15.9,19.8,3.9,20.0,14.6,-5.4,0.9,1.0,0.1,97.26,96.03,-1.23,5.1,4.8,-0.3,17.9,16.4,-1.5,84.0,90.8,6.8
6067009408,Sacramento County,California,6067009408,6.9,7.8,0.9,93162.0,104107,10945.0,1.8,1.1,-0.7,18.9,20.2,1.3,22.9,23.9,1.0,21.4,20.1,-1.3,97.84,95.73,-2.11,3.9,1.5,-2.4,23.8,20.8,-3.0,71.0,69.7,-1.3
6067009409,Sacramento County,California,6067009409,4.5,11.0,6.5,109257.0,114083,4826.0,8.4,2.1,-6.3,28.7,28.7,0.0,11.4,23.0,11.6,1.5,7.0,5.5,0.59,97.71,97.12,2.7,0.2,-2.5,6.5,12.3,5.8,93.7,98.1,4.4
6067009502,Sacramento County,California,6067009502,10.7,3.5,-7.2,90145.0,108281,18136.0,7.6,6.6,-1.0,21.2,19.9,-1.3,24.1,21.5,-2.6,3.2,0.0,-3.2,92.83,90.95,-1.88,7.6,6.6,-1.0,10.0,8.1,-1.9,94.9,96.0,1.1
6067009503,Sacramento County,California,6067009503,22.6,17.2,-5.4,41193.0,47627,6434.0,10.4,9.0,-1.4,16.1,18.8,2.7,40.7,38.5,-2.2,6.7,9.2,2.5,55.93,55.92,-0.01,8.9,8.3,-0.6,19.1,27.2,8.1,72.8,74.8,2.0
6067009504,Sacramento County,California,6067009504,13.9,8.9,-5.0,53162.0,65833,12671.0,13.3,15.7,2.4,14.6,12.0,-2.6,30.1,25.8,-4.3,5.8,6.7,0.9,31.71,23.95,-7.76,5.1,7.4,2.3,11.3,11.5,0.2,82.0,86.4,4.4
6067009609,Sacramento County,California,6067009609,16.3,14.9,-1.4,64698.0,73413,8715.0,4.0,7.7,3.7,19.8,18.9,-0.9,42.1,41.9,-0.2,1.5,1.3,-0.2,98.08,96.84,-1.24,4.8,3.5,-1.3,10.1,13.1,3.0,95.0,98.4,3.4
6067009614,Sacramento County,California,6067009614,5.1,6.4,1.3,103868.0,103225,-643.0,8.3,4.7,-3.6,37.8,35.3,-2.5,26.2,21.8,-4.4,3.1,0.0,-3.1,100.0,100.0,0.0,1.2,1.8,0.6,5.9,9.1,3.2,93.7,97.3,3.6
6067009616,Sacramento County,California,6067009616,6.1,10.0,3.9,81087.0,91230,10143.0,11.5,11.1,-0.4,44.7,38.3,-6.4,32.0,30.7,-1.3,10.2,7.2,-3.0,51.93,47.56,-4.37,2.9,2.8,-0.1,9.4,14.8,5.4,91.6,91.9,0.3
6067009617,Sacramento County,California,6067009617,4.9,11.1,6.2,138324.0,134063,-4261.0,4.5,2.9,-1.6,47.5,44.4,-3.1,22.9,24.5,1.6,0.7,4.1,3.4,28.48,29.23,0.75,1.0,0.3,-0.7,12.2,13.3,1.1,96.8,98.1,1.3
6067009618,Sacramento County,California,6067009618,10.1,8.6,-1.5,81467.0,98017,16550.0,2.2,8.7,6.5,43.5,32.1,-11.4,27.3,22.8,-4.5,1.6,2.0,0.4,49.93,41.65,-8.28,2.4,4.0,1.6,11.3,13.6,2.3,89.8,92.7,2.9
6067009632,Sacramento County,California,6067009632,10.2,9.8,-0.4,108676.0,134125,25449.0,9.9,7.5,-2.4,46.5,46.2,-0.3,25.4,19.9,-5.5,1.2,0.8,-0.4,54.16,55.75,1.59,1.0,1.5,0.5,8.7,9.7,1.0,96.8,96.1,-0.7
6067009633,Sacramento County,California,6067009633,20.7,10.7,-10.0,57321.0,74969,17648.0,16.0,12.9,-3.1,12.3,14.6,2.3,37.0,30.8,-6.2,6.6,5.8,-0.8,97.73,94.46,-3.27,5.9,5.6,-0.3,7.3,12.7,5.4,95.1,96.8,1.7
6067009634,Sacramento County,California,6067009634,18.8,15.6,-3.2,45938.0,62554,16616.0,6.5,7.4,0.9,10.2,12.2,2.0,54.8,53.2,-1.6,7.7,9.3,1.6,24.97,22.7,-2.27,9.2,10.7,1.5,13.0,13.3,0.3,89.6,95.4,5.8
6067009635,Sacramento County,California,6067009635,11.6,12.7,1.1,125697.0,134070,8373.0,3.4,3.6,0.2,50.1,47.1,-3.0,21.0,19.3,-1.7,1.3,1.2,-0.1,100.0,100.0,0.0,3.5,3.5,0.0,6.9,6.0,-0.9,96.7,97.0,0.3
6067009637,Sacramento County,California,6067009637,9.5,8.4,-1.1,117106.0,145417,28311.0,7.2,7.5,0.3,37.9,40.3,2.4,13.2,13.8,0.6,2.6,2.8,0.2,81.63,76.41,-5.22,2.8,2.1,-0.7,7.9,8.4,0.5,96.7,97.5,0.8
6067009639,Sacramento County,California,6067009639,19.1,11.8,-7.3,61500.0,72232,10732.0,12.8,11.1,-1.7,21.8,26.1,4.3,44.0,36.3,-7.7,15.1,20.1,5.0,19.57,22.33,2.76,2.4,2.1,-0.3,15.5,15.7,0.2,88.2,90.8,2.6
6067009641,Sacramento County,California,6067009641,31.8,24.5,-7.3,32500.0,56346,23846.0,9.9,4.5,-5.4,16.0,20.6,4.6,59.0,51.9,-7.1,21.1,17.4,-3.7,0.0,44.61,44.61,5.8,9.0,3.2,10.2,10.3,0.1,72.7,80.0,7.3
6067009643,Sacramento County,California,6067009643,2.2,9.4,7.2,100839.0,111974,11135.0,11.3,15.7,4.4,33.5,30.3,-3.2,17.0,23.8,6.8,0.0,0.0,0.0,33.88,8.17,-25.71,2.4,3.0,0.6,4.9,9.6,4.7,98.5,98.8,0.3
6067009644,Sacramento County,California,6067009644,3.0,4.6,1.6,118149.0,134268,16119.0,3.0,4.8,1.8,41.7,50.6,8.9,24.8,18.7,-6.1,1.1,0.0,-1.1,72.07,15.84,-56.23,1.4,1.0,-0.4,16.7,14.7,-2.0,86.5,97.7,11.2
6067009646,Sacramento County,California,6067009646,1.0,3.0,2.0,113472.0,127804,14332.0,3.8,1.6,-2.2,35.8,35.0,-0.8,29.5,27.9,-1.6,0.0,0.0,0.0,63.16,80.84,17.68,1.8,2.8,1.0,8.4,7.6,-0.8,100.0,96.0,-4.0
6067009647,Sacramento County,California,6067009647,6.9,17.5,10.6,76518.0,89732,13214.0,3.9,4.0,0.1,30.2,34.3,4.1,34.3,32.6,-1.7,4.7,5.9,1.2,27.58,59.73,32.15,1.7,3.1,1.4,9.8,6.8,-3.0,89.2,92.7,3.5
6067009648,Sacramento County,California,6067009648,26.2,23.9,-2.3,86910.0,101639,14729.0,0.7,2.9,2.2,35.5,34.1,-1.4,13.9,9.6,-4.3,0.0,0.0,0.0,65.1,100.0,34.9,4.2,1.0,-3.2,11.2,10.8,-0.4,98.2,100.0,1.8
6067009649,Sacramento County,California,6067009649,9.4,8.3,-1.1,114337.0,143854,29517.0,2.4,4.4,2.0,49.2,49.5,0.3,15.9,16.0,0.1,0.0,0.6,0.6,83.67,62.78,-20.89,0.8,1.4,0.6,5.9,3.6,-2.3,94.6,97.1,2.5
6067009651,Sacramento County,California,6067009651,4.2,8.6,4.4,85603.0,102438,16835.0,0.0,2.1,2.1,49.4,44.1,-5.3,21.7,20.6,-1.1,1.2,2.9,1.7,100.0,98.58,-1.42,2.7,2.9,0.2,11.1,11.7,0.6,95.2,96.0,0.8
6067009652,Sacramento County,California,6067009652,6.6,2.3,-4.3,77373.5,99418,22044.5,5.1,5.3,0.2,22.4,48.0,25.6,26.3,23.3,-3.0,3.3,3.0,-0.3,25.69,96.16,70.47,0.0,1.5,1.5,16.7,5.7,-11.0,93.4,98.5,5.1
6067009653,Sacramento County,California,6067009653,12.6,0.5,-12.1,101149.0,125192,24043.0,1.6,5.0,3.4,21.2,26.4,5.2,18.2,8.5,-9.7,0.0,0.0,0.0,47.19,99.52,52.33,0.0,0.0,0.0,7.8,8.7,0.9,86.0,100.0,14.0
6067988300,Sacramento County,California,6067988300,0.0,0.0,0.0,132750.0,157857,25107.0,0.0,0.0,0.0,2.9,2.6,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.1,100.0,35.9
6069000100,San Benito County,California,6069000100,7.6,4.2,-3.4,109773.0,94044,-15729.0,6.3,9.7,3.4,27.8,21.8,-6.0,26.8,24.0,-2.8,4.7,5.5,0.8,100.0,98.93,-1.07,6.8,7.7,0.9,9.5,8.3,-1.2,88.2,90.8,2.6
6069000200,San Benito County,California,6069000200,4.7,4.5,-0.2,82182.0,104986,22804.0,3.6,3.4,-0.2,28.0,35.2,7.2,26.1,16.7,-9.4,0.6,0.4,-0.2,79.09,72.15,-6.94,6.5,5.8,-0.7,12.4,14.1,1.7,84.2,88.0,3.8
6069000300,San Benito County,California,6069000300,17.6,7.6,-10.0,79583.0,113056,33473.0,11.6,10.4,-1.2,7.0,10.2,3.2,29.4,21.1,-8.3,6.2,6.8,0.6,22.29,22.49,0.2,9.5,7.7,-1.8,12.1,10.7,-1.4,90.1,90.9,0.8
6069000400,San Benito County,California,6069000400,12.5,10.7,-1.8,64141.0,77500,13359.0,11.7,11.9,0.2,11.7,15.0,3.3,40.9,33.9,-7.0,3.7,4.9,1.2,34.7,33.29,-1.41,9.5,9.7,0.2,7.0,8.5,1.5,95.1,91.4,-3.7
6069000501,San Benito County,California,6069000501,10.4,7.4,-3.0,101576.0,120676,19100.0,15.3,5.8,-9.5,23.3,27.4,4.1,32.8,24.4,-8.4,1.8,0.8,-1.0,73.69,67.72,-5.97,8.6,4.9,-3.7,7.1,9.5,2.4,93.9,95.1,1.2
6069000502,San Benito County,California,6069000502,4.4,7.2,2.8,101464.0,116250,14786.0,4.3,1.7,-2.6,9.7,14.6,4.9,20.4,15.2,-5.2,1.3,2.7,1.4,51.19,53.95,2.76,3.9,2.8,-1.1,7.9,8.9,1.0,92.9,94.3,1.4
6069000601,San Benito County,California,6069000601,12.6,12.0,-0.6,95096.0,116638,21542.0,5.9,6.1,0.2,23.6,19.3,-4.3,28.9,30.6,1.7,0.0,0.7,0.7,53.71,54.12,0.41,2.2,2.7,0.5,14.7,12.6,-2.1,97.5,99.0,1.5
6069000801,San Benito County,California,6069000801,3.2,3.9,0.7,122000.0,125647,3647.0,3.5,7.5,4.0,34.5,37.0,2.5,22.3,22.5,0.2,1.6,0.7,-0.9,100.0,99.11,-0.89,1.7,3.8,2.1,11.1,12.2,1.1,95.1,95.4,0.3
6069000802,San Benito County,California,6069000802,5.0,2.8,-2.2,102500.0,126568,24068.0,7.2,5.9,-1.3,28.0,31.6,3.6,20.9,15.5,-5.4,0.6,1.0,0.4,91.47,100.0,8.53,5.8,3.2,-2.6,14.1,12.6,-1.5,88.4,94.5,6.1
6071000103,San Bernardino County,California,6071000103,5.6,3.4,-2.2,99226.0,104412,5186.0,5.4,5.4,0.0,44.2,45.5,1.3,22.3,26.1,3.8,0.0,0.7,0.7,55.25,54.65,-0.6,3.5,3.7,0.2,5.3,4.7,-0.6,91.9,96.2,4.3
6071000104,San Bernardino County,California,6071000104,9.9,12.2,2.3,112386.0,120000,7614.0,7.4,9.7,2.3,50.9,52.3,1.4,27.6,26.6,-1.0,1.4,1.6,0.2,39.47,35.09,-4.38,2.4,4.0,1.6,6.3,6.6,0.3,98.0,98.0,0.0
6071000105,San Bernardino County,California,6071000105,7.4,9.1,1.7,115457.0,117269,1812.0,3.3,3.4,0.1,57.3,54.8,-2.5,16.7,17.6,0.9,1.4,0.4,-1.0,64.65,60.54,-4.11,2.8,4.0,1.2,6.6,4.0,-2.6,94.2,98.4,4.2
6071000108,San Bernardino County,California,6071000108,7.2,8.5,1.3,78113.0,91250,13137.0,5.2,3.8,-1.4,49.2,47.9,-1.3,37.1,34.3,-2.8,0.5,0.0,-0.5,95.26,95.9,0.64,3.7,4.7,1.0,5.1,4.4,-0.7,98.4,97.4,-1.0
6071000109,San Bernardino County,California,6071000109,14.4,9.9,-4.5,115766.0,118114,2348.0,5.9,7.3,1.4,36.3,36.6,0.3,15.8,16.1,0.3,0.0,0.0,0.0,76.75,82.15,5.4,9.6,12.9,3.3,8.8,6.7,-2.1,96.8,97.2,0.4
6071000111,San Bernardino County,California,6071000111,6.3,10.2,3.9,104861.0,103750,-1111.0,7.3,7.8,0.5,47.2,47.3,0.1,27.4,27.7,0.3,1.3,0.0,-1.3,97.88,98.23,0.35,4.7,4.8,0.1,8.3,7.2,-1.1,95.9,96.1,0.2
6071000118,San Bernardino County,California,6071000118,1.7,2.3,0.6,123088.0,133438,10350.0,6.1,2.3,-3.8,60.0,63.1,3.1,20.6,16.6,-4.0,1.7,1.8,0.1,70.01,65.41,-4.6,2.9,2.0,-0.9,5.8,3.5,-2.3,95.2,95.2,0.0
6071000119,San Bernardino County,California,6071000119,5.8,5.8,0.0,51824.0,63625,11801.0,6.3,4.5,-1.8,25.1,30.7,5.6,48.8,42.6,-6.2,6.2,5.3,-0.9,53.43,10.37,-43.06,5.6,6.9,1.3,15.2,12.0,-3.2,95.6,98.1,2.5
6071000120,San Bernardino County,California,6071000120,9.1,8.5,-0.6,96395.0,109457,13062.0,4.5,6.2,1.7,39.0,36.4,-2.6,22.6,19.9,-2.7,0.8,0.0,-0.8,63.32,75.04,11.72,5.7,7.6,1.9,9.6,7.8,-1.8,96.3,95.5,-0.8
6071000121,San Bernardino County,California,6071000121,4.5,4.5,0.0,133438.0,155417,21979.0,5.4,8.9,3.5,60.3,61.1,0.8,16.0,14.6,-1.4,2.3,1.2,-1.1,100.0,3.98,-96.02,3.5,4.0,0.5,3.7,5.3,1.6,100.0,100.0,0.0
6071000203,San Bernardino County,California,6071000203,11.8,12.7,0.9,70919.0,81645,10726.0,8.1,9.9,1.8,17.5,16.6,-0.9,40.6,33.1,-7.5,6.0,4.3,-1.7,53.97,57.35,3.38,9.8,9.5,-0.3,8.4,9.6,1.2,87.5,88.4,0.9
6071000207,San Bernardino County,California,6071000207,19.2,16.9,-2.3,77321.0,92396,15075.0,5.9,8.9,3.0,16.1,18.2,2.1,35.9,30.7,-5.2,2.0,5.6,3.6,80.65,70.07,-10.58,12.6,8.5,-4.1,17.7,17.9,0.2,88.7,91.7,3.0
6071000208,San Bernardino County,California,6071000208,2.2,7.8,5.6,82108.0,116944,34836.0,7.2,5.4,-1.8,11.8,13.5,1.7,18.1,18.2,0.1,3.0,5.9,2.9,96.79,100.0,3.21,6.5,5.6,-0.9,9.4,11.3,1.9,96.1,92.3,-3.8
6071000304,San Bernardino County,California,6071000304,17.3,7.1,-10.2,62430.0,87466,25036.0,5.7,5.3,-0.4,12.1,16.3,4.2,42.5,34.8,-7.7,6.1,4.4,-1.7,99.4,99.94,0.54,17.4,17.1,-0.3,17.8,19.7,1.9,85.2,87.7,2.5
6071000305,San Bernardino County,California,6071000305,40.6,23.0,-17.6,34474.0,42131,7657.0,10.6,7.2,-3.4,12.1,13.8,1.7,60.8,53.1,-7.7,12.0,12.8,0.8,55.55,95.01,39.46,13.5,15.9,2.4,10.5,8.6,-1.9,78.3,83.5,5.2
6071000306,San Bernardino County,California,6071000306,24.1,16.1,-8.0,50833.0,54669,3836.0,13.3,8.6,-4.7,13.9,9.2,-4.7,44.7,58.4,13.7,0.0,0.5,0.5,7.26,88.64,81.38,10.9,15.1,4.2,6.0,9.5,3.5,86.9,90.6,3.7
6071000308,San Bernardino County,California,6071000308,21.6,11.9,-9.7,57610.0,74146,16536.0,5.6,2.9,-2.7,7.6,9.9,2.3,44.9,31.4,-13.5,0.0,0.0,0.0,39.5,27.46,-12.04,13.0,10.6,-2.4,8.4,9.5,1.1,81.0,81.8,0.8
6071000401,San Bernardino County,California,6071000401,8.7,11.2,2.5,97726.0,113391,15665.0,5.4,3.8,-1.6,24.3,26.3,2.0,28.7,20.8,-7.9,5.1,6.0,0.9,69.7,70.56,0.86,8.2,7.2,-1.0,8.8,9.6,0.8,92.4,89.4,-3.0
6071000403,San Bernardino County,California,6071000403,12.6,8.6,-4.0,84000.0,117344,33344.0,6.4,8.2,1.8,18.2,15.3,-2.9,29.3,21.0,-8.3,1.4,1.6,0.2,86.94,96.12,9.18,9.6,10.6,1.0,9.9,12.7,2.8,90.1,93.7,3.6
6071000501,San Bernardino County,California,6071000501,13.5,8.8,-4.7,72115.0,91058,18943.0,3.9,4.0,0.1,21.0,25.0,4.0,35.0,30.7,-4.3,1.8,2.5,0.7,54.13,55.3,1.17,6.9,4.5,-2.4,8.5,10.8,2.3,93.6,94.4,0.8
