state_abbreviation,state_county_fips,county_name,tract_fips,tract_id,social_vulnerability_index,poverty_rate,median_household_income,uninsured_rate,housing_cost_burden,no_vehicle_rate,low_access_households_no_vehicle,low_access_population_rate,disability_rate,unemployment_rate,no_internet_access_rate,limited_english_rate
CA,6067,Sacramento County,6067000200,6067000200,0.1406,5.5,132308.0,1.6,13.4,8.7,0.0,27.56,8.1,5.9,7.0,0.3
CA,6067,Sacramento County,6067000300,6067000300,0.0308,5.5,127232.0,2.2,18.1,1.5,4.67,38.89,6.0,3.6,1.1,0.3
CA,6067,Sacramento County,6067000400,6067000400,0.3531,11.7,95368.0,10.8,26.2,7.9,9.08,41.15,6.7,6.1,3.7,1.9
CA,6067,Sacramento County,6067000501,6067000501,0.5842,24.8,67891.0,8.6,36.2,23.1,0.61,4.22,16.8,3.1,15.7,1.0
CA,6067,Sacramento County,6067000502,6067000502,0.2093,10.0,91534.0,4.6,28.9,12.4,12.47,100.0,11.8,4.6,5.4,0.0
CA,6067,Sacramento County,6067000600,6067000600,0.5968,17.0,42656.0,7.1,45.6,18.2,9.34,34.79,20.4,8.1,7.0,0.2
CA,6067,Sacramento County,6067000700,6067000700,0.871,50.1,14676.0,1.5,39.7,73.6,79.69,100.0,54.3,18.1,35.6,13.8
CA,6067,Sacramento County,6067000800,6067000800,0.542,21.5,59318.0,7.2,50.8,41.5,1.71,3.89,26.1,0.0,19.3,2.7
CA,6067,Sacramento County,6067001102,6067001102,0.6092,22.9,56442.0,12.7,49.6,19.7,7.34,59.41,12.4,4.9,4.6,2.0
CA,6067,Sacramento County,6067001103,6067001103,0.5436,31.9,33043.0,0.0,43.3,51.2,4.49,66.71,22.0,7.8,9.3,1.8
CA,6067,Sacramento County,6067001201,6067001201,0.468,24.2,65568.0,7.4,43.3,24.6,10.96,3.34,11.5,6.2,6.4,3.4
CA,6067,Sacramento County,6067001202,6067001202,0.3149,24.5,63786.0,0.5,40.3,45.3,3.69,98.99,24.6,5.4,27.1,0.0
CA,6067,Sacramento County,6067001300,6067001300,0.2904,16.0,65295.0,8.3,41.0,12.9,0.0,34.25,11.4,3.4,7.2,0.0
CA,6067,Sacramento County,6067001400,6067001400,0.3685,16.9,58793.0,1.2,36.0,25.3,1.24,0.0,19.7,0.1,5.9,2.7
CA,6067,Sacramento County,6067001500,6067001500,0.0514,3.5,128654.0,1.4,16.8,4.8,4.92,54.72,8.9,1.0,7.0,0.2
CA,6067,Sacramento County,6067001601,6067001601,0.1702,14.2,108810.0,1.9,19.3,6.0,2.97,4.48,7.3,6.0,3.7,0.0
CA,6067,Sacramento County,6067001602,6067001602,0.0981,0.7,142266.0,0.5,9.9,8.2,2.16,53.92,14.1,9.2,6.9,0.0
CA,6067,Sacramento County,6067001701,6067001701,0.3843,25.4,90230.0,0.9,32.2,6.8,2.91,56.93,10.1,10.0,7.2,4.1
CA,6067,Sacramento County,6067001702,6067001702,0.4362,21.9,67104.0,2.6,39.8,19.7,1.24,100.0,22.0,0.0,12.3,12.0
CA,6067,Sacramento County,6067001800,6067001800,0.3927,9.6,68494.0,6.6,33.9,5.4,0.33,11.34,6.5,7.7,3.8,1.3
CA,6067,Sacramento County,6067001900,6067001900,0.4848,12.1,78477.0,6.5,33.4,11.5,10.48,25.23,7.5,7.2,7.7,4.2
CA,6067,Sacramento County,6067002000,6067002000,0.3833,12.6,90481.0,3.3,27.3,13.7,0.48,13.79,14.9,6.2,6.8,7.7
CA,6067,Sacramento County,6067002100,6067002100,0.4844,16.2,68654.0,7.6,27.4,14.0,2.91,18.71,10.4,7.9,7.2,5.9
CA,6067,Sacramento County,6067002200,6067002200,0.327,24.3,104196.0,1.9,25.6,3.6,4.74,63.74,5.2,5.2,5.5,2.6
CA,6067,Sacramento County,6067002300,6067002300,0.0138,5.0,131827.0,0.3,21.0,1.7,0.28,1.22,9.6,2.7,1.9,0.7
CA,6067,Sacramento County,6067002400,6067002400,0.1315,5.4,165893.0,2.3,14.4,3.1,0.93,28.9,8.2,3.1,4.5,1.9
CA,6067,Sacramento County,6067002500,6067002500,0.0256,2.5,157266.0,0.4,10.5,8.1,5.55,39.48,7.9,5.1,13.7,0.0
CA,6067,Sacramento County,6067002600,6067002600,0.1658,8.6,96208.0,2.8,23.0,5.9,1.87,98.91,11.4,0.9,7.4,0.7
CA,6067,Sacramento County,6067002700,6067002700,0.4707,21.8,61293.0,4.3,35.0,8.4,14.69,53.17,13.6,6.3,3.8,2.7
CA,6067,Sacramento County,6067002800,6067002800,0.88,30.9,49469.0,6.1,51.6,13.5,4.46,17.54,17.4,12.4,15.1,17.5
CA,6067,Sacramento County,6067002900,6067002900,0.2799,17.5,80355.0,4.3,28.5,3.9,4.41,31.68,16.6,10.2,6.8,2.5
CA,6067,Sacramento County,6067003001,6067003001,0.5248,15.3,47000.0,3.5,44.2,7.9,2.24,89.63,12.7,8.0,7.1,0.7
CA,6067,Sacramento County,6067003002,6067003002,0.2324,10.6,75833.0,7.0,28.8,3.8,3.28,8.84,14.2,2.1,11.6,3.4
CA,6067,Sacramento County,6067003101,6067003101,0.4364,13.6,79138.0,13.2,31.6,2.1,0.95,28.99,15.7,5.7,7.0,10.0
CA,6067,Sacramento County,6067003102,6067003102,0.6065,9.4,75809.0,6.4,25.8,8.6,0.0,13.57,10.6,10.0,13.2,9.1
CA,6067,Sacramento County,6067003202,6067003202,0.9446,21.7,53946.0,8.7,44.7,12.9,2.86,19.81,15.6,3.0,19.4,21.2
CA,6067,Sacramento County,6067003203,6067003203,0.8709,25.3,59485.0,6.0,41.0,3.4,0.0,86.65,17.4,6.6,13.1,16.7
CA,6067,Sacramento County,6067003204,6067003204,0.8225,24.6,55145.0,5.4,34.6,1.3,0.85,20.61,15.7,6.1,15.2,18.3
CA,6067,Sacramento County,6067003300,6067003300,0.3365,8.5,110833.0,3.3,23.3,1.3,2.44,32.48,10.5,11.3,2.9,2.4
CA,6067,Sacramento County,6067003400,6067003400,0.3564,9.6,89000.0,3.1,26.3,10.2,1.53,44.81,15.4,4.4,13.9,5.1
CA,6067,Sacramento County,6067003501,6067003501,0.3136,15.4,70609.0,5.6,29.4,4.9,8.26,27.34,14.1,7.5,8.8,6.5
CA,6067,Sacramento County,6067003502,6067003502,0.4196,7.6,81750.0,6.0,27.9,7.4,0.0,44.44,12.7,4.6,13.8,7.0
CA,6067,Sacramento County,6067003600,6067003600,0.5831,14.4,63942.0,11.7,35.0,3.6,0.0,26.34,11.3,3.1,13.8,14.2
CA,6067,Sacramento County,6067003700,6067003700,0.7817,25.4,61673.0,15.2,41.8,5.9,1.8,5.61,11.8,6.5,15.1,18.4
CA,6067,Sacramento County,6067003800,6067003800,0.5334,6.1,80784.0,6.8,28.5,2.8,3.75,67.76,9.5,5.9,10.1,7.4
CA,6067,Sacramento County,6067003900,6067003900,0.2908,6.8,87875.0,2.8,17.2,4.5,7.93,53.04,12.6,4.8,10.1,1.9
CA,6067,Sacramento County,6067004005,6067004005,0.3809,5.4,92083.0,1.7,23.3,6.4,0.51,39.49,18.8,3.2,8.0,4.0
CA,6067,Sacramento County,6067004006,6067004006,0.4748,11.2,75900.0,5.5,37.9,6.6,1.02,65.82,10.6,5.6,4.6,3.2
CA,6067,Sacramento County,6067004008,6067004008,0.3292,8.5,99150.0,2.9,17.5,0.6,0.0,59.91,13.8,7.2,7.1,4.2
CA,6067,Sacramento County,6067004011,6067004011,0.2409,4.9,141932.0,2.9,20.7,0.5,1.42,57.33,8.7,1.1,5.0,1.4
CA,6067,Sacramento County,6067004012,6067004012,0.1317,6.1,141719.0,1.6,13.7,1.3,0.0,77.23,9.5,4.5,3.9,2.7
CA,6067,Sacramento County,6067004013,6067004013,0.4271,4.0,84634.0,3.3,19.2,6.7,0.64,100.0,13.2,4.1,2.2,5.3
CA,6067,Sacramento County,6067004014,6067004014,0.4238,3.2,75833.0,4.6,23.9,4.6,0.0,70.62,20.7,5.9,8.0,1.8
CA,6067,Sacramento County,6067004015,6067004015,0.4169,9.8,88961.0,2.5,24.2,0.7,6.51,28.6,12.5,12.3,7.0,6.1
CA,6067,Sacramento County,6067004016,6067004016,0.2805,16.2,87685.0,3.5,26.6,7.1,0.0,94.9,13.5,4.7,6.2,3.6
CA,6067,Sacramento County,6067004017,6067004017,0.1971,8.0,95140.0,8.0,26.2,2.8,3.43,15.36,4.3,5.2,1.2,3.4
CA,6067,Sacramento County,6067004018,6067004018,0.4606,4.6,90230.0,7.8,42.1,3.1,0.0,0.0,10.2,5.0,1.2,0.6
CA,6067,Sacramento County,6067004019,6067004019,0.5619,11.7,94358.0,5.4,30.3,5.0,0.38,71.06,12.3,1.9,5.5,2.9
CA,6067,Sacramento County,6067004020,6067004020,0.5329,17.8,65417.0,1.4,41.7,7.1,1.98,82.42,12.3,6.6,6.4,2.2
CA,6067,Sacramento County,6067004100,6067004100,0.7235,15.2,54713.0,11.4,28.6,6.7,1.04,50.46,16.4,5.5,10.6,5.7
CA,6067,Sacramento County,6067004201,6067004201,0.7658,11.9,78516.0,4.7,27.3,2.2,6.86,89.81,13.2,12.2,4.0,9.6
CA,6067,Sacramento County,6067004202,6067004202,0.7848,20.1,62584.0,5.5,39.5,10.2,3.09,68.82,8.7,9.5,7.9,11.3
CA,6067,Sacramento County,6067004203,6067004203,0.7628,23.2,56042.0,6.7,40.6,11.3,11.65,77.41,8.0,4.7,9.6,14.5
CA,6067,Sacramento County,6067004301,6067004301,0.639,13.4,77333.0,3.1,25.1,6.7,3.96,97.65,10.7,15.2,10.3,8.2
CA,6067,Sacramento County,6067004302,6067004302,0.8696,27.8,82656.0,7.1,34.4,11.7,0.26,86.79,14.6,14.6,12.3,16.9
CA,6067,Sacramento County,6067004401,6067004401,0.8829,22.9,55405.0,7.3,43.2,11.1,7.39,14.17,18.8,9.5,15.4,10.3
CA,6067,Sacramento County,6067004402,6067004402,0.9192,34.3,56595.0,14.0,44.2,9.3,13.26,74.13,14.9,6.1,9.5,16.3
CA,6067,Sacramento County,6067004501,6067004501,0.916,29.1,50551.0,14.9,43.0,15.0,3.03,28.12,12.5,5.8,16.1,18.6
CA,6067,Sacramento County,6067004502,6067004502,0.9743,19.4,48902.0,6.4,47.0,14.0,1.4,14.2,11.8,10.5,6.8,17.9
CA,6067,Sacramento County,6067004602,6067004602,0.9726,34.8,50753.0,11.9,41.1,11.2,3.85,57.95,16.0,9.6,12.1,16.2
CA,6067,Sacramento County,6067004603,6067004603,0.8549,30.1,45760.0,2.8,55.8,8.6,16.71,100.0,14.3,5.5,8.4,10.2
CA,6067,Sacramento County,6067004604,6067004604,0.9375,13.0,47292.0,7.7,40.8,9.5,8.69,80.26,19.0,10.4,9.3,12.9
CA,6067,Sacramento County,6067004701,6067004701,0.9076,26.6,49833.0,10.0,48.8,13.6,8.22,4.79,10.5,9.2,14.1,20.4
CA,6067,Sacramento County,6067004702,6067004702,0.9133,28.5,54890.0,7.6,35.3,11.0,8.62,86.44,13.9,15.4,14.5,11.3
CA,6067,Sacramento County,6067004801,6067004801,0.9444,24.3,59535.0,4.0,35.1,16.4,3.64,53.81,15.3,6.1,13.6,24.5
CA,6067,Sacramento County,6067004802,6067004802,0.9071,23.2,50533.0,5.9,42.6,11.1,9.64,91.5,10.5,10.2,12.6,13.7
CA,6067,Sacramento County,6067004904,6067004904,0.8512,14.1,63189.0,6.5,41.6,5.8,4.88,78.03,16.9,7.1,6.0,7.0
CA,6067,Sacramento County,6067004906,6067004906,0.7529,22.2,64760.0,6.0,44.2,2.3,0.53,49.67,21.6,9.1,8.4,10.4
CA,6067,Sacramento County,6067004907,6067004907,0.8842,30.2,33508.0,3.9,48.4,25.1,0.0,95.74,13.0,20.1,5.2,9.3
CA,6067,Sacramento County,6067004908,6067004908,0.8548,10.2,75859.0,9.7,22.6,7.4,8.2,15.29,13.3,7.5,7.3,14.9
CA,6067,Sacramento County,6067004909,6067004909,0.8175,15.1,54605.0,4.2,38.4,17.3,2.76,18.05,16.6,5.2,10.8,11.5
CA,6067,Sacramento County,6067004910,6067004910,0.8277,24.2,58856.0,1.7,41.7,6.9,4.37,62.76,13.1,0.6,17.0,12.6
CA,6067,Sacramento County,6067005002,6067005002,0.9983,27.0,41591.0,9.6,48.8,13.9,3.5,0.0,18.3,10.2,7.5,21.8
CA,6067,Sacramento County,6067005003,6067005003,0.744,15.7,71167.0,4.4,33.0,4.0,2.22,87.53,14.1,15.4,13.0,12.1
CA,6067,Sacramento County,6067005004,6067005004,0.7354,17.4,94528.0,8.0,28.3,8.1,1.51,21.5,16.9,10.1,3.0,10.8
CA,6067,Sacramento County,6067005101,6067005101,0.9254,11.0,54767.0,7.8,34.1,5.4,5.43,56.91,12.6,13.8,7.6,18.6
CA,6067,Sacramento County,6067005102,6067005102,0.8368,14.9,69292.0,8.0,30.4,4.2,5.5,100.0,11.0,10.1,14.3,12.1
CA,6067,Sacramento County,6067005201,6067005201,0.5087,42.7,35333.0,5.2,73.2,11.7,12.27,94.98,7.4,16.8,15.3,1.0
CA,6067,Sacramento County,6067005202,6067005202,0.1226,13.4,96563.0,1.2,25.3,2.4,7.23,100.0,10.2,6.1,9.0,1.0
CA,6067,Sacramento County,6067005204,6067005204,0.3452,11.1,79830.0,1.0,25.7,11.7,0.0,41.27,18.1,4.1,4.8,2.7
CA,6067,Sacramento County,6067005205,6067005205,0.7352,32.6,52515.0,6.8,55.0,7.2,4.31,79.62,12.8,10.8,14.4,1.7
CA,6067,Sacramento County,6067005301,6067005301,0.8394,43.7,35833.0,6.3,45.6,22.6,6.35,9.6,23.5,9.5,6.9,4.3
CA,6067,Sacramento County,6067005402,6067005402,0.7033,23.5,56583.0,3.4,50.9,12.5,1.6,62.62,17.7,3.7,4.8,1.4
CA,6067,Sacramento County,6067005403,6067005403,0.1705,25.0,86012.0,1.6,41.5,4.0,2.33,45.33,14.2,1.4,3.7,0.6
CA,6067,Sacramento County,6067005404,6067005404,0.2949,3.9,122871.0,5.4,24.0,4.0,0.0,56.35,17.3,1.3,3.6,0.7
CA,6067,Sacramento County,6067005502,6067005502,0.7845,22.5,52958.0,11.7,46.5,12.8,15.23,100.0,12.8,7.0,12.5,15.4
CA,6067,Sacramento County,6067005505,6067005505,0.8056,21.7,47040.0,15.2,57.6,5.7,14.84,35.88,10.3,10.1,4.3,6.1
CA,6067,Sacramento County,6067005506,6067005506,0.8769,38.1,48261.0,7.6,56.0,1.2,7.38,40.82,16.0,9.0,2.2,12.2
CA,6067,Sacramento County,6067005508,6067005508,0.77,32.4,56698.0,7.3,47.4,12.4,5.87,16.2,12.2,11.0,8.3,2.6
CA,6067,Sacramento County,6067005509,6067005509,0.5517,22.9,55000.0,17.7,47.8,4.6,1.06,83.72,9.2,4.7,5.8,11.3
CA,6067,Sacramento County,6067005510,6067005510,0.8294,34.6,52856.0,3.8,55.0,13.4,8.44,38.35,12.7,7.5,6.5,2.8
CA,6067,Sacramento County,6067005601,6067005601,0.8103,23.3,69219.0,6.9,32.6,5.3,1.55,85.95,14.6,10.6,4.0,12.4
CA,6067,Sacramento County,6067005605,6067005605,0.7393,28.4,70000.0,4.8,45.5,4.0,4.2,0.37,11.5,9.1,5.0,10.0
CA,6067,Sacramento County,6067005606,6067005606,0.5761,12.5,76071.0,4.6,31.9,4.5,1.97,71.58,17.1,8.3,4.4,6.1
CA,6067,Sacramento County,6067005701,6067005701,0.2248,13.6,99531.0,6.4,35.4,5.4,1.29,49.75,14.5,6.5,5.6,0.9
CA,6067,Sacramento County,6067005702,6067005702,0.0127,3.3,174435.0,0.6,10.8,3.7,0.14,74.41,5.7,3.6,1.4,0.2
CA,6067,Sacramento County,6067005801,6067005801,0.4207,7.2,95250.0,3.5,28.6,3.1,0.0,47.77,11.8,1.7,4.1,4.4
CA,6067,Sacramento County,6067005803,6067005803,0.054,3.2,136055.0,0.6,10.6,0.0,0.65,69.21,13.4,2.0,7.0,0.2
CA,6067,Sacramento County,6067005804,6067005804,0.1125,5.4,166111.0,1.3,15.8,1.8,0.26,52.8,9.9,3.4,0.6,0.8
CA,6067,Sacramento County,6067005901,6067005901,0.2595,8.0,104410.0,2.0,23.7,11.5,0.0,96.93,19.5,3.1,15.3,1.2
CA,6067,Sacramento County,6067005903,6067005903,0.4592,18.3,50208.0,10.4,63.2,3.5,6.26,97.25,10.5,2.2,13.0,8.8
CA,6067,Sacramento County,6067005904,6067005904,0.5802,13.8,107167.0,2.8,27.2,11.0,6.59,100.0,16.8,12.0,4.9,3.0
CA,6067,Sacramento County,6067006002,6067006002,0.6931,15.0,53193.0,5.8,45.4,10.7,4.02,45.55,15.1,9.2,11.7,2.8
CA,6067,Sacramento County,6067006003,6067006003,0.7991,25.8,56163.0,4.7,50.0,6.7,14.08,57.7,13.1,8.8,8.6,8.2
CA,6067,Sacramento County,6067006004,6067006004,0.2321,6.5,107944.0,1.6,32.5,1.6,0.0,44.69,12.1,0.8,4.0,4.0
CA,6067,Sacramento County,6067006101,6067006101,0.8362,22.4,36996.0,5.0,57.1,10.3,5.11,10.91,17.1,16.4,13.7,9.1
CA,6067,Sacramento County,6067006102,6067006102,0.745,16.1,44194.0,4.8,53.8,14.7,0.0,4.81,17.5,7.7,6.3,5.5
CA,6067,Sacramento County,6067006202,6067006202,0.9488,20.3,40700.0,6.4,52.3,9.0,10.22,100.0,11.7,8.5,22.2,9.3
CA,6067,Sacramento County,6067006203,6067006203,0.9683,34.1,32698.0,10.6,61.7,11.4,3.84,98.91,9.4,20.0,13.1,13.6
CA,6067,Sacramento County,6067006204,6067006204,0.5819,15.3,53024.0,9.1,45.6,10.2,2.49,17.55,9.8,5.0,16.3,9.4
CA,6067,Sacramento County,6067006300,6067006300,0.9049,33.5,59052.0,6.2,48.0,7.2,7.86,27.47,10.7,11.7,15.1,6.8
CA,6067,Sacramento County,6067006400,6067006400,0.8014,19.6,59038.0,10.9,39.4,3.6,6.46,55.68,15.5,10.7,9.3,6.6
CA,6067,Sacramento County,6067006501,6067006501,0.9769,38.8,26034.0,5.2,67.9,9.1,0.0,86.69,12.6,13.2,16.1,12.2
CA,6067,Sacramento County,6067006502,6067006502,0.3586,6.6,118386.0,12.2,23.7,0.0,1.25,97.93,7.8,0.0,3.8,5.4
CA,6067,Sacramento County,6067006600,6067006600,0.861,22.6,55335.0,7.1,51.2,9.2,9.66,38.07,16.7,9.5,16.8,6.2
CA,6067,Sacramento County,6067006703,6067006703,0.8248,15.2,56733.0,11.2,51.7,3.1,10.16,62.04,8.6,7.5,2.8,8.5
CA,6067,Sacramento County,6067006704,6067006704,0.9027,25.7,60523.0,6.3,50.0,16.8,2.28,100.0,20.4,12.6,14.5,20.7
CA,6067,Sacramento County,6067006705,6067006705,0.8857,26.4,44881.0,10.0,46.1,6.2,4.24,46.64,13.5,11.0,6.3,15.2
CA,6067,Sacramento County,6067006706,6067006706,0.8162,15.4,48250.0,7.5,50.1,8.3,3.69,6.62,11.7,4.2,14.2,11.4
CA,6067,Sacramento County,6067006801,6067006801,0.8788,19.8,90230.0,13.0,38.9,5.4,9.88,75.86,13.2,9.9,4.4,9.3
CA,6067,Sacramento County,6067006802,6067006802,0.9459,44.5,26546.0,12.3,52.1,18.3,6.15,90.5,10.1,8.3,7.2,14.1
CA,6067,Sacramento County,6067006803,6067006803,0.7122,25.9,64111.0,5.8,37.2,0.0,5.0,100.0,17.0,13.4,4.1,10.5
CA,6067,Sacramento County,6067006901,6067006901,0.7737,13.3,70670.0,12.0,36.7,26.0,3.81,88.1,30.2,22.2,12.3,1.7
CA,6067,Sacramento County,6067006902,6067006902,0.6956,26.7,38528.0,1.6,54.6,10.4,2.04,92.63,12.5,1.5,6.2,10.3
CA,6067,Sacramento County,6067007001,6067007001,0.9056,23.5,54743.0,15.1,44.0,2.5,8.44,16.3,12.0,4.0,9.1,14.1
CA,6067,Sacramento County,6067007007,6067007007,0.6527,10.6,84357.0,7.6,24.4,4.7,1.13,33.94,14.5,4.2,6.4,5.7
CA,6067,Sacramento County,6067007010,6067007010,0.3152,13.8,80028.0,8.6,43.8,2.2,4.35,100.0,12.1,3.8,1.9,0.0
CA,6067,Sacramento County,6067007011,6067007011,0.556,14.7,74659.0,5.9,33.8,3.9,0.0,52.23,8.4,4.7,6.1,4.3
CA,6067,Sacramento County,6067007012,6067007012,0.3879,5.6,82098.0,1.9,24.7,9.0,0.0,8.63,10.3,6.1,2.9,7.1
CA,6067,Sacramento County,6067007013,6067007013,0.4085,4.8,91784.0,5.5,19.2,5.0,0.0,31.06,5.4,8.7,0.6,5.8
CA,6067,Sacramento County,6067007016,6067007016,0.5575,21.5,95021.0,1.5,39.1,7.8,4.0,67.68,11.4,5.7,1.7,8.2
CA,6067,Sacramento County,6067007017,6067007017,0.1222,3.7,124336.0,2.2,18.6,0.9,5.76,100.0,12.9,3.6,1.5,2.7
CA,6067,Sacramento County,6067007019,6067007019,0.6139,35.7,107813.0,3.8,33.7,5.3,0.0,38.1,5.0,6.2,2.7,3.7
CA,6067,Sacramento County,6067007020,6067007020,0.1158,4.0,137083.0,0.5,14.1,1.8,0.0,100.0,7.8,4.0,3.2,3.3
CA,6067,Sacramento County,6067007021,6067007021,0.5698,10.2,81165.0,9.1,27.5,5.9,5.02,0.0,7.2,12.3,3.8,6.6
CA,6067,Sacramento County,6067007022,6067007022,0.5061,13.6,53281.0,5.5,51.2,8.3,3.2,99.37,6.8,6.6,7.8,2.2
CA,6067,Sacramento County,6067007023,6067007023,0.31,5.3,75470.0,4.6,41.3,2.6,0.0,88.41,20.0,4.7,4.9,3.4
CA,6067,Sacramento County,6067007024,6067007024,0.6472,12.7,73493.0,11.0,44.8,7.0,1.58,99.55,13.9,0.0,3.6,6.6
CA,6067,Sacramento County,6067007025,6067007025,0.4263,7.7,103068.0,1.9,19.8,1.5,0.0,97.39,10.4,7.4,0.0,1.4
CA,6067,Sacramento County,6067007026,6067007026,0.1591,7.7,125405.0,1.1,20.2,5.6,0.0,100.0,15.1,0.8,4.4,3.4
CA,6067,Sacramento County,6067007027,6067007027,0.1364,3.5,84267.0,3.5,30.0,0.0,2.5,15.46,3.3,1.1,4.4,4.3
CA,6067,Sacramento County,6067007028,6067007028,0.1846,7.6,94375.0,4.0,26.4,8.2,0.0,78.32,4.9,3.6,9.9,8.2
CA,6067,Sacramento County,6067007101,6067007101,0.0001,0.0,178438.0,5.0,6.0,0.0,1.61,100.0,9.5,0.0,0.0,0.0
CA,6067,Sacramento County,6067007103,6067007103,0.2639,10.3,95930.0,2.4,27.6,3.3,0.0,68.59,5.0,8.5,2.5,5.7
CA,6067,Sacramento County,6067007105,6067007105,0.2511,1.2,98120.0,4.0,19.9,0.0,0.0,99.34,5.7,2.1,1.8,4.1
CA,6067,Sacramento County,6067007106,6067007106,0.1009,1.7,127989.0,1.3,14.5,0.0,2.4,72.31,10.6,5.7,1.2,3.8
CA,6067,Sacramento County,6067007107,6067007107,0.1783,8.1,127348.0,1.6,20.0,7.4,5.25,100.0,8.4,1.2,8.5,4.3
CA,6067,Sacramento County,6067007108,6067007108,0.084,6.4,135457.0,5.3,11.9,4.5,0.51,89.12,4.3,2.8,0.0,4.3
CA,6067,Sacramento County,6067007109,6067007109,0.3815,8.9,79760.0,0.7,40.8,7.5,14.44,15.83,23.2,7.2,10.2,1.9
CA,6067,Sacramento County,6067007110,6067007110,0.0406,1.6,117222.0,2.5,10.5,1.3,0.0,42.52,3.4,0.0,0.0,1.1
CA,6067,Sacramento County,6067007111,6067007111,0.1573,1.8,145833.0,0.7,10.7,1.5,0.8,26.4,7.0,2.3,7.1,2.7
CA,6067,Sacramento County,6067007202,6067007202,0.5781,23.2,73158.0,5.5,23.8,6.3,3.58,100.0,13.1,5.3,2.7,3.4
CA,6067,Sacramento County,6067007204,6067007204,0.3959,3.5,79969.0,16.8,27.0,2.1,10.14,94.8,10.8,6.0,3.3,6.4
CA,6067,Sacramento County,6067007206,6067007206,0.2534,6.2,101250.0,6.4,18.6,0.6,0.0,99.95,11.6,5.2,14.1,3.1
CA,6067,Sacramento County,6067007207,6067007207,0.3846,13.8,89835.0,4.6,26.4,1.8,6.78,95.62,11.4,3.7,7.2,6.4
CA,6067,Sacramento County,6067007208,6067007208,0.2442,9.9,90463.0,3.9,17.6,0.8,4.13,75.33,8.8,2.4,4.2,3.2
CA,6067,Sacramento County,6067007209,6067007209,0.5158,9.3,85700.0,4.5,39.5,2.6,0.0,82.3,15.0,7.6,8.8,4.6
CA,6067,Sacramento County,6067007301,6067007301,0.8723,30.8,45802.0,5.9,47.6,12.1,10.04,71.21,15.2,6.4,11.9,7.6
CA,6067,Sacramento County,6067007402,6067007402,0.6184,6.2,76101.0,8.5,31.6,9.6,1.92,87.7,12.5,3.3,20.7,11.8
CA,6067,Sacramento County,6067007403,6067007403,0.7222,7.8,82841.0,9.6,34.4,5.1,11.77,95.2,11.4,3.8,9.5,5.5
CA,6067,Sacramento County,6067007413,6067007413,0.8416,32.5,58533.0,9.5,44.9,7.8,0.33,19.09,6.8,13.3,10.8,12.1
CA,6067,Sacramento County,6067007414,6067007414,0.6218,10.3,75357.0,5.7,38.7,8.2,4.67,24.34,9.5,2.6,8.4,13.0
CA,6067,Sacramento County,6067007415,6067007415,0.3302,4.2,77594.0,5.0,24.9,2.4,5.7,16.87,11.5,11.4,5.6,1.6
CA,6067,Sacramento County,6067007416,6067007416,0.6864,15.8,68457.0,5.2,33.1,1.4,1.68,60.07,22.8,12.0,13.3,4.6
CA,6067,Sacramento County,6067007417,6067007417,0.3003,13.6,83925.0,6.1,29.2,1.8,0.0,33.62,11.7,2.5,4.9,5.0
CA,6067,Sacramento County,6067007422,6067007422,0.4949,8.7,79833.0,10.4,35.4,7.7,8.36,51.0,11.6,4.2,3.2,9.0
CA,6067,Sacramento County,6067007423,6067007423,0.8544,35.9,42221.0,7.3,58.9,12.6,3.15,6.31,11.1,7.9,11.5,14.8
CA,6067,Sacramento County,6067007424,6067007424,0.6705,21.7,53167.0,9.7,49.0,3.3,1.0,3.11,9.5,4.5,8.0,13.2
CA,6067,Sacramento County,6067007426,6067007426,0.2862,6.9,93098.0,6.9,27.9,1.3,0.0,20.42,10.6,9.4,1.4,1.4
CA,6067,Sacramento County,6067007427,6067007427,0.8249,24.9,63750.0,11.2,40.6,6.9,0.0,10.3,16.0,10.2,9.9,5.6
CA,6067,Sacramento County,6067007428,6067007428,0.2713,13.6,76604.0,3.5,35.0,3.5,0.0,53.43,12.8,4.1,3.9,5.2
CA,6067,Sacramento County,6067007429,6067007429,0.8227,27.6,53705.0,6.1,52.2,7.6,0.0,6.55,12.0,9.7,11.8,5.0
CA,6067,Sacramento County,6067007430,6067007430,0.4425,10.1,94068.0,5.2,26.6,0.5,3.26,52.79,12.9,10.3,2.4,3.8
CA,6067,Sacramento County,6067007431,6067007431,0.1229,5.0,100114.0,1.3,22.9,0.0,3.01,64.78,11.2,2.4,5.0,7.2
CA,6067,Sacramento County,6067007432,6067007432,0.2293,3.1,101125.0,9.3,15.5,2.7,6.8,96.34,5.1,3.6,2.9,8.8
CA,6067,Sacramento County,6067007434,6067007434,0.5654,18.9,71500.0,5.2,26.2,2.4,2.58,10.76,10.4,4.4,10.3,5.3
CA,6067,Sacramento County,6067007435,6067007435,0.6659,45.6,42005.0,20.1,47.9,2.1,3.12,33.75,19.7,0.0,11.0,12.9
CA,6067,Sacramento County,6067007436,6067007436,0.2667,5.0,101556.0,2.2,28.4,3.4,3.08,98.94,3.3,11.4,8.3,7.8
CA,6067,Sacramento County,6067007437,6067007437,0.0753,4.5,156500.0,4.1,14.6,0.8,0.15,18.97,9.3,5.8,0.0,4.4
CA,6067,Sacramento County,6067007438,6067007438,0.4948,13.0,64141.0,6.5,37.3,2.9,0.0,62.31,13.1,7.0,1.5,11.1
